______________________________
*START OF THE FILE 0*
______________________________
word:          author; amount:   1; TF: 0.009091
word:           petal; amount:   1; TF: 0.000012
word:     continuance; amount:   1; TF: 0.000012
word:          assert; amount:   2; TF: 0.000024
word:      individual; amount:   5; TF: 0.000060
word:         derived; amount:   2; TF: 0.000024
word:         quarter; amount:   8; TF: 0.000096
word:            rain; amount:   3; TF: 0.000036
word:         grating; amount:   1; TF: 0.000012
word:           rates; amount:   1; TF: 0.000012
word:     interesting; amount:  12; TF: 0.000144
word:          insist; amount:   4; TF: 0.000048
word:          tiptoe; amount:   1; TF: 0.000012
word:           longs; amount:   1; TF: 0.000012
word:         crushed; amount:   4; TF: 0.000048
word:      wilfulness; amount:   1; TF: 0.000012
word:          gnawed; amount:   1; TF: 0.000012
word:          crisis; amount:   1; TF: 0.000012
word:         careful; amount:   2; TF: 0.000024
word:        singular; amount:   1; TF: 0.000012
word:           orris; amount:   1; TF: 0.000012
word:            rang; amount:   7; TF: 0.000084
word:            rank; amount:   3; TF: 0.000036
word:           throb; amount:   1; TF: 0.000012
word:         flaring; amount:   3; TF: 0.000036
word:       glimmered; amount:   2; TF: 0.000024
word:            coal; amount:   3; TF: 0.000036
word:           petit; amount:   1; TF: 0.000012
word:           throw; amount:   4; TF: 0.000048
word:            coat; amount:  21; TF: 0.000252
word:         surcoat; amount:   1; TF: 0.000012
word:          leaves; amount:  21; TF: 0.000252
word:            rapt; amount:   1; TF: 0.000012
word:          autumn; amount:   2; TF: 0.000024
word:           hardy; amount:   1; TF: 0.000012
word:         affects; amount:   1; TF: 0.000012
word:          latten; amount:   1; TF: 0.000012
word:          latter; amount:   1; TF: 0.000012
word:            rare; amount:   2; TF: 0.000024
word:      permission; amount:   7; TF: 0.000084
word:          system; amount:   2; TF: 0.000024
word:       consented; amount:   1; TF: 0.000012
word:         bullied; amount:   2; TF: 0.000024
word:         terrace; amount:   2; TF: 0.000024
word:          bitter; amount:   7; TF: 0.000084
word:            rash; amount:   5; TF: 0.000060
word:   neighbourhood; amount:   1; TF: 0.000012
word:     inheritance; amount:   1; TF: 0.000012
word:            rate; amount:  19; TF: 0.000228
word:           spade; amount:   2; TF: 0.000024
word:          juliet; amount:  13; TF: 0.000156
word:          repeat; amount:   2; TF: 0.000024
word:   grotesqueness; amount:   1; TF: 0.000012
word:        instinct; amount:   7; TF: 0.000084
word:           fifth; amount:   2; TF: 0.000024
word:    architecture; amount:   1; TF: 0.000012
word:           fifty; amount:   4; TF: 0.000048
word:       increased; amount:   2; TF: 0.000024
word:            coil; amount:   1; TF: 0.000012
word:      eighteenth; amount:   1; TF: 0.000012
word:          ovalle; amount:   1; TF: 0.000012
word:          palace; amount:   2; TF: 0.000024
word:        rendered; amount:   1; TF: 0.000012
word:       chattered; amount:   3; TF: 0.000036
word:            cold; amount:  19; TF: 0.000228
word:         necktie; amount:   2; TF: 0.000024
word:     affirmative; amount:   1; TF: 0.000012
word:     exclusively; amount:   1; TF: 0.000012
word:            come; amount: 124; TF: 0.001485
word:         forgave; amount:   1; TF: 0.000012
word:      ambassador; amount:   1; TF: 0.000012
word:          picked; amount:   4; TF: 0.000048
word:         souleve; amount:   1; TF: 0.000012
word:            cool; amount:   5; TF: 0.000060
word:         vestige; amount:   1; TF: 0.000012
word:            cope; amount:   2; TF: 0.000024
word:           wharf; amount:   1; TF: 0.000012
word:           harry; amount: 178; TF: 0.002132
word:            copy; amount:  15; TF: 0.000180
word:        phantoms; amount:   3; TF: 0.000036
word:           harsh; amount:   7; TF: 0.000084
word:       beckenham; amount:   1; TF: 0.000012
word:        crinkled; amount:   1; TF: 0.000012
word:        compared; amount:   4; TF: 0.000048
word:            cord; amount:   1; TF: 0.000012
word:        compares; amount:   1; TF: 0.000012
word:           bolts; amount:   1; TF: 0.000012
word:          direct; amount:   2; TF: 0.000024
word:    philostratus; amount:   1; TF: 0.000012
word:          prayed; amount:   2; TF: 0.000024
word:           great; amount:  75; TF: 0.000898
word:        computer; amount:   5; TF: 0.000060
word:            cost; amount:   5; TF: 0.000060
word:        jewelled; amount:   9; TF: 0.000108
word:          prayer; amount:  10; TF: 0.000120
word:           spare; amount:   5; TF: 0.000060
word:          sitter; amount:   4; TF: 0.000048
word:            aunt; amount:  14; TF: 0.000168
word:       champagne; amount:   4; TF: 0.000048
word:           spasm; amount:   1; TF: 0.000012
word:           juice; amount:   2; TF: 0.000024
word:        deepened; amount:   1; TF: 0.000012
word:           greek; amount:   9; TF: 0.000108
word:           green; amount:  24; TF: 0.000287
word:           taint; amount:   1; TF: 0.000012
word:        nuisance; amount:   2; TF: 0.000024
word:         whether; amount:  12; TF: 0.000144
word:           email; amount:  10; TF: 0.000120
word:         happens; amount:   2; TF: 0.000024
word:           reins; amount:   1; TF: 0.000012
word:          danced; amount:   6; TF: 0.000072
word:       quotation; amount:   9; TF: 0.000108
word:         consult; amount:   2; TF: 0.000024
word:        poisoned; amount:   4; TF: 0.000048
word:          palate; amount:   1; TF: 0.000012
word:         consume; amount:   1; TF: 0.000012
word:       exhibited; amount:   1; TF: 0.000012
word:         fanlike; amount:   1; TF: 0.000012
word:          raised; amount:   4; TF: 0.000048
word:         require; amount:   3; TF: 0.000036
word:          napkin; amount:   2; TF: 0.000024
word:           fight; amount:   1; TF: 0.000012
word:    indifference; amount:   3; TF: 0.000036
word:          critic; amount:   1; TF: 0.000012
word:         wearied; amount:   1; TF: 0.000012
word:        anything; amount:  70; TF: 0.000838
word:         viewing; amount:   1; TF: 0.000012
word:        precious; amount:   1; TF: 0.000012
word:         texture; amount:   1; TF: 0.000012
word:        meloceus; amount:   1; TF: 0.000012
word:         becomes; amount:   7; TF: 0.000084
word:         talking; amount:  17; TF: 0.000204
word:           looks; amount:  13; TF: 0.000156
word:          reason; amount:  30; TF: 0.000359
word:          thrush; amount:   2; TF: 0.000024
word:         cheated; amount:   1; TF: 0.000012
word:          clarin; amount:   1; TF: 0.000012
word:           moist; amount:   1; TF: 0.000012
word:          thrust; amount:  10; TF: 0.000120
word:         amateur; amount:   1; TF: 0.000012
word:         peacock; amount:   3; TF: 0.000036
word:       suffering; amount:   6; TF: 0.000072
word:       perturbed; amount:   1; TF: 0.000012
word:        georgian; amount:   2; TF: 0.000024
word:        drawback; amount:   1; TF: 0.000012
word:        japanese; amount:   4; TF: 0.000048
word:        accepted; amount:   2; TF: 0.000024
word:           emaux; amount:   1; TF: 0.000012
word:           shyly; amount:   1; TF: 0.000012
word:           every; amount:  60; TF: 0.000719
word:          square; amount:   8; TF: 0.000096
word:         bourdon; amount:   1; TF: 0.000012
word:          edited; amount:   1; TF: 0.000012
word:         wearily; amount:   4; TF: 0.000048
word:         incense; amount:   1; TF: 0.000012
word:         october; amount:   1; TF: 0.000012
word:          garter; amount:   1; TF: 0.000012
word:         wearing; amount:   4; TF: 0.000048
word:       permitted; amount:   2; TF: 0.000024
word:     experiments; amount:   2; TF: 0.000024
word:         dearest; amount:   2; TF: 0.000024
word:    purification; amount:   2; TF: 0.000024
word:           loose; amount:   4; TF: 0.000048
word:      mysterious; amount:   7; TF: 0.000084
word:       admirable; amount:   5; TF: 0.000060
word:        shambled; amount:   1; TF: 0.000012
word:          inlaid; amount:   2; TF: 0.000024
word:        shambles; amount:   2; TF: 0.000024
word:          viands; amount:   1; TF: 0.000012
word:      hesitating; amount:   2; TF: 0.000024
word:          swayed; amount:   3; TF: 0.000036
word:       constable; amount:   1; TF: 0.000012
word:          savage; amount:   3; TF: 0.000036
word:        desolate; amount:   1; TF: 0.000012
word:      benefiting; amount:   1; TF: 0.000012
word:      hesitation; amount:   1; TF: 0.000012
word:        paradise; amount:   2; TF: 0.000024
word:           disks; amount:   2; TF: 0.000024
word:      tannhauser; amount:   1; TF: 0.000012
word:        insolent; amount:   2; TF: 0.000024
word:          veined; amount:   1; TF: 0.000012
word:          hidden; amount:  13; TF: 0.000156
word:         patches; amount:   1; TF: 0.000012
word:          cannot; amount:  35; TF: 0.000419
word:      comeliness; amount:   1; TF: 0.000012
word:         stemmed; amount:   1; TF: 0.000012
word:          butler; amount:   4; TF: 0.000048
word:       melbourne; amount:   1; TF: 0.000012
word:         flowers; amount:  14; TF: 0.000168
word:        accusing; amount:   1; TF: 0.000012
word:          famous; amount:   1; TF: 0.000012
word:    academicians; amount:   1; TF: 0.000012
word:           tulip; amount:   1; TF: 0.000012
word:       everybody; amount:  10; TF: 0.000120
word:          genial; amount:   3; TF: 0.000036
word:   architectural; amount:   1; TF: 0.000012
word:         desired; amount:   3; TF: 0.000036
word:     treacherous; amount:   2; TF: 0.000024
word:         gravely; amount:   7; TF: 0.000084
word:      churchyard; amount:   1; TF: 0.000012
word:         desires; amount:   2; TF: 0.000024
word:        peculiar; amount:   1; TF: 0.000012
word:         develop; amount:   1; TF: 0.000012
word:         annoyed; amount:  11; TF: 0.000132
word:         scandal; amount:   8; TF: 0.000096
word:          naples; amount:   1; TF: 0.000012
word:        destroys; amount:   1; TF: 0.000012
word:         fragile; amount:   1; TF: 0.000012
word:       paradoxes; amount:   2; TF: 0.000024
word:          crocus; amount:   1; TF: 0.000012
word:        obsolete; amount:   1; TF: 0.000012
word:          kissed; amount:  10; TF: 0.000120
word:          kisses; amount:   2; TF: 0.000024
word:         swarthy; amount:   1; TF: 0.000012
word:         science; amount:   9; TF: 0.000108
word:         noticed; amount:   3; TF: 0.000036
word:            pick; amount:   1; TF: 0.000012
word:         notices; amount:   1; TF: 0.000012
word:          priced; amount:   1; TF: 0.000012
word:         pilgrim; amount:   2; TF: 0.000024
word:         placard; amount:   1; TF: 0.000012
word:        ventured; amount:   2; TF: 0.000024
word:      phenomenon; amount:   1; TF: 0.000012
word:           ashes; amount:   4; TF: 0.000048
word:      languorous; amount:   1; TF: 0.000012
word:          ground; amount:   9; TF: 0.000108
word:          bathed; amount:   1; TF: 0.000012
word:          thirst; amount:   1; TF: 0.000012
word:         blazing; amount:   2; TF: 0.000024
word:          thirty; amount:   9; TF: 0.000108
word:         slavery; amount:   1; TF: 0.000012
word:    profligacies; amount:   1; TF: 0.000012
word:        distance; amount:   5; TF: 0.000060
word:          happen; amount:   6; TF: 0.000072
word:       instincts; amount:   1; TF: 0.000012
word:    pomegranates; amount:   3; TF: 0.000036
word:           bonds; amount:   1; TF: 0.000012
word:       proofread; amount:   2; TF: 0.000024
word:        knocking; amount:   1; TF: 0.000012
word:      subsequent; amount:   1; TF: 0.000012
word:           hated; amount:  10; TF: 0.000120
word:           bones; amount:   1; TF: 0.000012
word:      depressing; amount:   2; TF: 0.000024
word:      feverishly; amount:   1; TF: 0.000012
word:      rejections; amount:   3; TF: 0.000036
word:        defeated; amount:   2; TF: 0.000024
word:          easily; amount:   7; TF: 0.000084
word:         parents; amount:   2; TF: 0.000024
word:         foreign; amount:   1; TF: 0.000012
word:         growled; amount:   2; TF: 0.000024
word:         suicide; amount:   4; TF: 0.000048
word:         mistake; amount:   7; TF: 0.000084
word:            pine; amount:   3; TF: 0.000036
word:            pink; amount:  11; TF: 0.000132
word:        turbaned; amount:   2; TF: 0.000024
word:            pins; amount:   1; TF: 0.000012
word:        greeting; amount:   1; TF: 0.000012
word:            germ; amount:   1; TF: 0.000012
word:       copyright; amount:  14; TF: 0.000168
word:            luck; amount:   4; TF: 0.000048
word:        mercutio; amount:   2; TF: 0.000024
word:          genius; amount:  12; TF: 0.000144
word:            away; amount: 103; TF: 0.001234
word:            pipe; amount:   3; TF: 0.000036
word:          ebooks; amount:   7; TF: 0.000084
word:        industry; amount:   1; TF: 0.000012
word:            gets; amount:   2; TF: 0.000024
word:          bronze; amount:   2; TF: 0.000024
word:           seeds; amount:   2; TF: 0.000024
word:           fetid; amount:   1; TF: 0.000012
word:           woman; amount:  43; TF: 0.000515
word:        enthrall; amount:   1; TF: 0.000012
word:         footmen; amount:   2; TF: 0.000024
word:           gazed; amount:   1; TF: 0.000012
word:      thousandth; amount:   1; TF: 0.000012
word:      willoughby; amount:   1; TF: 0.000012
word:      registered; amount:   2; TF: 0.000024
word:         eternal; amount:   3; TF: 0.000036
word:          snared; amount:   1; TF: 0.000012
word:            none; amount:   8; TF: 0.000096
word:        caroused; amount:   6; TF: 0.000072
word:       presiding; amount:   1; TF: 0.000012
word:            pity; amount:  17; TF: 0.000204
word:            noon; amount:   1; TF: 0.000012
word:           women; amount:  66; TF: 0.000790
word:           error; amount:   5; TF: 0.000060
word:        wandered; amount:   6; TF: 0.000072
word:           taken; amount:  17; TF: 0.000204
word:           takes; amount:   4; TF: 0.000048
word:      gratefully; amount:   1; TF: 0.000012
word:          framed; amount:   2; TF: 0.000024
word:        tumblers; amount:   2; TF: 0.000024
word:           seeks; amount:   1; TF: 0.000012
word:            lull; amount:   1; TF: 0.000012
word:          canopy; amount:   1; TF: 0.000012
word:            nose; amount:   3; TF: 0.000036
word:         fitness; amount:   1; TF: 0.000012
word:           exact; amount:   1; TF: 0.000012
word:       detriment; amount:   1; TF: 0.000012
word:            note; amount:  13; TF: 0.000156
word:           seems; amount:  28; TF: 0.000335
word:          kindly; amount:   2; TF: 0.000024
word:        tattooed; amount:   1; TF: 0.000012
word:          verses; amount:   3; TF: 0.000036
word:          atoned; amount:   1; TF: 0.000012
word:          defeat; amount:   1; TF: 0.000012
word:          atones; amount:   1; TF: 0.000012
word:         gondola; amount:   1; TF: 0.000012
word:          broods; amount:   1; TF: 0.000012
word:         costume; amount:   5; TF: 0.000060
word:          defect; amount:   4; TF: 0.000048
word:      broideries; amount:   1; TF: 0.000012
word:       mysticism; amount:   1; TF: 0.000012
word:        elevated; amount:   2; TF: 0.000024
word:         finding; amount:   1; TF: 0.000012
word:    faithfulness; amount:   2; TF: 0.000024
word:           omens; amount:   1; TF: 0.000012
word:          ladies; amount:   5; TF: 0.000060
word:            lute; amount:   1; TF: 0.000012
word:         treated; amount:   3; TF: 0.000036
word:        sparrows; amount:   1; TF: 0.000012
word:      melodramas; amount:   1; TF: 0.000012
word:         flitted; amount:   4; TF: 0.000048
word:        egyptian; amount:   1; TF: 0.000012
word:      favourites; amount:   3; TF: 0.000036
word:         wildest; amount:   1; TF: 0.000012
word:     intelligent; amount:   1; TF: 0.000012
word:        remember; amount:  24; TF: 0.000287
word:          bowing; amount:   2; TF: 0.000024
word:            luxe; amount:   1; TF: 0.000012
word:        envelope; amount:   2; TF: 0.000024
word:          belief; amount:   3; TF: 0.000036
word:           docks; amount:   1; TF: 0.000012
word:          unseen; amount:   2; TF: 0.000024
word:          stocks; amount:   1; TF: 0.000012
word:        shivered; amount:   2; TF: 0.000024
word:           aside; amount:   9; TF: 0.000108
word:          marred; amount:   9; TF: 0.000108
word:        reshaped; amount:   1; TF: 0.000012
word:          mellow; amount:   5; TF: 0.000060
word:        payments; amount:   4; TF: 0.000048
word:          defend; amount:   3; TF: 0.000036
word:          worked; amount:   4; TF: 0.000048
word:          record; amount:   3; TF: 0.000036
word:       delighted; amount:   3; TF: 0.000036
word:         leonora; amount:   1; TF: 0.000012
word:          wreath; amount:   2; TF: 0.000024
word:      acceptance; amount:   1; TF: 0.000012
word:         doublet; amount:   2; TF: 0.000024
word:           prose; amount:   1; TF: 0.000012
word:         popular; amount:   2; TF: 0.000024
word:         whistle; amount:   1; TF: 0.000012
word:           coils; amount:   1; TF: 0.000012
word:         chatter; amount:   4; TF: 0.000048
word:          graces; amount:   1; TF: 0.000012
word:      fascinated; amount:   9; TF: 0.000108
word:        bartered; amount:   1; TF: 0.000012
word:        consoled; amount:   2; TF: 0.000024
word:      fascinates; amount:   3; TF: 0.000036
word:           proud; amount:   7; TF: 0.000084
word:         worldly; amount:   1; TF: 0.000012
word:        consoles; amount:   1; TF: 0.000012
word:          slight; amount:   2; TF: 0.000024
word:           coins; amount:   2; TF: 0.000024
word:           prove; amount:   2; TF: 0.000024
word:      properties; amount:   1; TF: 0.000012
word:      brilliancy; amount:   1; TF: 0.000012
word:        hamilton; amount:   1; TF: 0.000012
word:    whitewashing; amount:   1; TF: 0.000012
word:         covered; amount:  13; TF: 0.000156
word:          arcade; amount:   1; TF: 0.000012
word:     selfishness; amount:   1; TF: 0.000012
word:        nocturne; amount:   2; TF: 0.000024
word:          demons; amount:   1; TF: 0.000012
word:       collected; amount:   3; TF: 0.000036
word:          mocked; amount:   3; TF: 0.000036
word:           books; amount:   9; TF: 0.000108
word:          appeal; amount:   4; TF: 0.000048
word:          appear; amount:   2; TF: 0.000024
word:        eloquent; amount:   2; TF: 0.000024
word:       imagining; amount:   1; TF: 0.000012
word:         animals; amount:   1; TF: 0.000012
word:     independent; amount:   1; TF: 0.000012
word:       plenitude; amount:   1; TF: 0.000012
word:       education; amount:   1; TF: 0.000012
word:          labour; amount:   1; TF: 0.000012
word:        ravenous; amount:   1; TF: 0.000012
word:            else; amount:  24; TF: 0.000287
word:       panegyric; amount:   1; TF: 0.000012
word:          france; amount:   2; TF: 0.000024
word:      represents; amount:   1; TF: 0.000012
word:          liable; amount:   1; TF: 0.000012
word:            crop; amount:   2; TF: 0.000024
word:      disclaimer; amount:   4; TF: 0.000048
word:            crow; amount:   1; TF: 0.000012
word:         promise; amount:   4; TF: 0.000048
word:      conscience; amount:  12; TF: 0.000144
word:         inquire; amount:   3; TF: 0.000036
word:          irises; amount:   1; TF: 0.000012
word:       explained; amount:   7; TF: 0.000084
word:        sensible; amount:   1; TF: 0.000012
word:           booth; amount:   1; TF: 0.000012
word:           piled; amount:   2; TF: 0.000024
word:          athena; amount:   1; TF: 0.000012
word:           boots; amount:   1; TF: 0.000012
word:           piles; amount:   1; TF: 0.000012
word:        shutting; amount:   5; TF: 0.000060
word:       specified; amount:   2; TF: 0.000024
word:          oblige; amount:   2; TF: 0.000024
word:            read; amount:  33; TF: 0.000395
word:       parentage; amount:   1; TF: 0.000012
word:            real; amount:  41; TF: 0.000491
word:       polyssena; amount:   1; TF: 0.000012
word:           talks; amount:   2; TF: 0.000024
word:        restless; amount:   1; TF: 0.000012
word:         suspect; amount:   1; TF: 0.000012
word:       existence; amount:   6; TF: 0.000072
word:       sentences; amount:   1; TF: 0.000012
word:           hylas; amount:   1; TF: 0.000012
word:         tangled; amount:   1; TF: 0.000012
word:     thoughtless; amount:   2; TF: 0.000024
word:         cheeked; amount:   3; TF: 0.000036
word:          aragon; amount:   1; TF: 0.000012
word:        punished; amount:   6; TF: 0.000072
word:     profanation; amount:   1; TF: 0.000012
word:            reed; amount:   3; TF: 0.000036
word:          ending; amount:   5; TF: 0.000060
word:        mimicked; amount:   1; TF: 0.000012
word:         approve; amount:   3; TF: 0.000036
word:          adrian; amount:  10; TF: 0.000120
word:        tourneur; amount:   1; TF: 0.000012
word:       deception; amount:   1; TF: 0.000012
word:          career; amount:   1; TF: 0.000012
word:          satire; amount:   1; TF: 0.000012
word:       deletions; amount:   1; TF: 0.000012
word:      puritanism; amount:   1; TF: 0.000012
word:    proportioned; amount:   1; TF: 0.000012
word:            rein; amount:   1; TF: 0.000012
word:          harley; amount:   1; TF: 0.000012
word:      mackintosh; amount:   2; TF: 0.000024
word:        margaret; amount:   4; TF: 0.000048
word:         destroy; amount:  10; TF: 0.000120
word:          making; amount:  13; TF: 0.000156
word:        chambers; amount:   2; TF: 0.000024
word:          wilder; amount:   2; TF: 0.000024
word:         federal; amount:   2; TF: 0.000024
word:       fascinate; amount:   2; TF: 0.000024
word:          worlds; amount:   2; TF: 0.000024
word:       sincerity; amount:   2; TF: 0.000024
word:        loathing; amount:   5; TF: 0.000060
word:        nonsense; amount:   9; TF: 0.000108
word:      accidental; amount:   1; TF: 0.000012
word:         pyramid; amount:   1; TF: 0.000012
word:          rattle; amount:   2; TF: 0.000024
word:          placed; amount:  11; TF: 0.000132
word:          places; amount:   8; TF: 0.000096
word:        destined; amount:   3; TF: 0.000036
word:           teach; amount:   5; TF: 0.000060
word:      glistening; amount:   2; TF: 0.000024
word:         devices; amount:   1; TF: 0.000012
word:         sorrier; amount:   1; TF: 0.000012
word:   unadulterated; amount:   1; TF: 0.000012
word:     consumption; amount:   1; TF: 0.000012
word:         carlton; amount:   1; TF: 0.000012
word:          lilacs; amount:   6; TF: 0.000072
word:           speak; amount:  20; TF: 0.000240
word:           spear; amount:   2; TF: 0.000024
word:           wheel; amount:   1; TF: 0.000012
word:          placid; amount:   2; TF: 0.000024
word:         problem; amount:   3; TF: 0.000036
word:          wildly; amount:   5; TF: 0.000060
word:          growth; amount:   1; TF: 0.000012
word:       backwards; amount:   1; TF: 0.000012
word:           fever; amount:   2; TF: 0.000024
word:          harlot; amount:   1; TF: 0.000012
word:            rest; amount:   4; TF: 0.000048
word:          acting; amount:  15; TF: 0.000180
word:         spoiled; amount:  11; TF: 0.000132
word:          quoted; amount:   1; TF: 0.000012
word:       orchestra; amount:   2; TF: 0.000024
word:       companion; amount:   7; TF: 0.000084
word:          action; amount:   5; TF: 0.000060
word:           diver; amount:   1; TF: 0.000012
word:           twice; amount:  10; TF: 0.000120
word:      suggestion; amount:   3; TF: 0.000036
word:       leonardus; amount:   1; TF: 0.000012
word:     silhouetted; amount:   1; TF: 0.000012
word:       attempted; amount:   1; TF: 0.000012
word:     convolvulus; amount:   1; TF: 0.000012
word:        untasted; amount:   1; TF: 0.000012
word:      references; amount:   2; TF: 0.000024
word:      confession; amount:   8; TF: 0.000096
word:          priest; amount:   4; TF: 0.000048
word:          soupir; amount:   1; TF: 0.000012
word:       expressed; amount:   2; TF: 0.000024
word:     chrysoberyl; amount:   1; TF: 0.000012
word:       expresses; amount:   1; TF: 0.000012
word:          formal; amount:   4; TF: 0.000048
word:           woods; amount:   1; TF: 0.000012
word:          format; amount:   4; TF: 0.000048
word:         against; amount:  43; TF: 0.000515
word:         looking; amount:  70; TF: 0.000838
word:        dividing; amount:   1; TF: 0.000012
word:         hitting; amount:   1; TF: 0.000012
word:        conveyed; amount:   1; TF: 0.000012
word:          active; amount:   3; TF: 0.000036
word:         methods; amount:   3; TF: 0.000036
word:           spell; amount:   1; TF: 0.000012
word:       waistcoat; amount:   1; TF: 0.000012
word:          audley; amount:   2; TF: 0.000024
word:            yotl; amount:   1; TF: 0.000012
word:          formed; amount:   1; TF: 0.000012
word:           tears; amount:  15; TF: 0.000180
word:           spend; amount:   2; TF: 0.000024
word:          killed; amount:  16; TF: 0.000192
word:          regent; amount:   2; TF: 0.000024
word:           where; amount:  57; TF: 0.000683
word:         happier; amount:   1; TF: 0.000012
word:           spent; amount:  10; TF: 0.000120
word:            your; amount: 216; TF: 0.002587
word:          across; amount:  61; TF: 0.000731
word:       rehearsal; amount:   1; TF: 0.000012
word:        harmless; amount:   1; TF: 0.000012
word:       important; amount:   6; TF: 0.000072
word:         fancied; amount:   5; TF: 0.000060
word:       dryadlike; amount:   1; TF: 0.000012
word:         fancies; amount:   2; TF: 0.000024
word:          mouths; amount:   3; TF: 0.000036
word:        stealing; amount:   1; TF: 0.000012
word:        indirect; amount:   1; TF: 0.000012
word:       swiftness; amount:   1; TF: 0.000012
word:        crystals; amount:   2; TF: 0.000024
word:         shooter; amount:   1; TF: 0.000012
word:        mahogany; amount:   1; TF: 0.000012
word:    substitution; amount:   1; TF: 0.000012
word:        husbands; amount:   4; TF: 0.000048
word:           grief; amount:   1; TF: 0.000012
word:         emblems; amount:   1; TF: 0.000012
word:      capricious; amount:   1; TF: 0.000012
word:         happily; amount:   1; TF: 0.000012
word:           chain; amount:   2; TF: 0.000024
word:       perfectly; amount:  23; TF: 0.000275
word:           chair; amount:  31; TF: 0.000371
word:   reconstructed; amount:   1; TF: 0.000012
word:         history; amount:  10; TF: 0.000120
word:      inaccurate; amount:   1; TF: 0.000012
word:         sounded; amount:   5; TF: 0.000060
word:   extraordinary; amount:  19; TF: 0.000228
word:         mirrors; amount:   6; TF: 0.000072
word:     forgiveness; amount:   3; TF: 0.000036
word:     schoolbooks; amount:   1; TF: 0.000012
word:            plan; amount:   1; TF: 0.000012
word:            play; amount:  40; TF: 0.000479
word:          danger; amount:   5; TF: 0.000060
word:           chalk; amount:   1; TF: 0.000012
word:           swoon; amount:   1; TF: 0.000012
word:        unlocked; amount:   4; TF: 0.000048
word:          sailor; amount:  11; TF: 0.000132
word:           frock; amount:   3; TF: 0.000036
word:         pompous; amount:   1; TF: 0.000012
word:          social; amount:   3; TF: 0.000036
word:           loses; amount:   4; TF: 0.000048
word:         mentone; amount:   3; TF: 0.000036
word:        rumoured; amount:   3; TF: 0.000036
word:           swore; amount:   2; TF: 0.000024
word:     philosophic; amount:   1; TF: 0.000012
word:           chaos; amount:   2; TF: 0.000024
word:        probable; amount:   1; TF: 0.000012
word:         essence; amount:   1; TF: 0.000012
word:         plunged; amount:   2; TF: 0.000024
word:           asked; amount:  61; TF: 0.000731
word:           chaps; amount:   3; TF: 0.000036
word:        probably; amount:   6; TF: 0.000072
word:          wormed; amount:   1; TF: 0.000012
word:           grimy; amount:   1; TF: 0.000012
word:            ends; amount:   2; TF: 0.000024
word:           charm; amount:  26; TF: 0.000311
word:           chase; amount:   2; TF: 0.000024
word:    michelangelo; amount:   1; TF: 0.000012
word:           froid; amount:   1; TF: 0.000012
word:        suspense; amount:   1; TF: 0.000012
word:     extravagant; amount:   3; TF: 0.000036
word:         rumbled; amount:   1; TF: 0.000012
word:           chaud; amount:   1; TF: 0.000012
word:     performance; amount:   4; TF: 0.000048
word:           doesn; amount:  12; TF: 0.000144
word:          humble; amount:   1; TF: 0.000012
word:      wristbands; amount:   1; TF: 0.000012
word:         coroner; amount:   1; TF: 0.000012
word:   prescriptions; amount:   4; TF: 0.000048
word:        religion; amount:   3; TF: 0.000036
word:           fewer; amount:   1; TF: 0.000012
word:           front; amount:  23; TF: 0.000275
word:          weight; amount:   1; TF: 0.000012
word:        mistakes; amount:   3; TF: 0.000036
word:          screen; amount:  18; TF: 0.000216
word:            plot; amount:   1; TF: 0.000012
word:         prussic; amount:   2; TF: 0.000024
word:       attracted; amount:   1; TF: 0.000012
word:       intention; amount:   1; TF: 0.000012
word:        cherries; amount:   1; TF: 0.000012
word:         arabian; amount:   2; TF: 0.000024
word:       examining; amount:   1; TF: 0.000012
word:           frost; amount:   2; TF: 0.000024
word:        nostrils; amount:   4; TF: 0.000048
word:         efforts; amount:   3; TF: 0.000036
word:          humbug; amount:   2; TF: 0.000024
word:          reeled; amount:   2; TF: 0.000024
word:       thickened; amount:   1; TF: 0.000012
word:          hounds; amount:   1; TF: 0.000012
word:         brazier; amount:   1; TF: 0.000012
word:         rattled; amount:   2; TF: 0.000024
word:        thousand; amount:   5; TF: 0.000060
word:           frown; amount:   3; TF: 0.000036
word:       margarite; amount:   1; TF: 0.000012
word:       splinters; amount:   1; TF: 0.000012
word:          vulgar; amount:  16; TF: 0.000192
word:         indians; amount:   2; TF: 0.000024
word:            envy; amount:   1; TF: 0.000012
word:          martyr; amount:   2; TF: 0.000024
word:        periodic; amount:   1; TF: 0.000012
word:        bringing; amount:   2; TF: 0.000024
word:          madame; amount:   3; TF: 0.000036
word:        dowagers; amount:   1; TF: 0.000012
word:          melody; amount:   1; TF: 0.000012
word:       stellated; amount:   1; TF: 0.000012
word:            iced; amount:   1; TF: 0.000012
word:        carthage; amount:   1; TF: 0.000012
word:          offers; amount:   1; TF: 0.000012
word:        shouting; amount:   1; TF: 0.000012
word:           money; amount:  25; TF: 0.000299
word:          drinks; amount:   2; TF: 0.000024
word:        infamous; amount:   4; TF: 0.000048
word:          nitric; amount:   1; TF: 0.000012
word:          lifted; amount:   4; TF: 0.000048
word:            tail; amount:   2; TF: 0.000024
word:            gian; amount:   1; TF: 0.000012
word:       symphonic; amount:   1; TF: 0.000012
word:            take; amount:  45; TF: 0.000539
word:            tale; amount:   1; TF: 0.000012
word:      colourless; amount:   2; TF: 0.000024
word:            talk; amount:  43; TF: 0.000515
